compound0,compound1,similarity
DB09216,DB06736,0.614
DB09216,DB01399,0.5631
DB09216,DB11221,0.54
DB09216,DB00939,0.7647
DB09216,DB01600,0.5
DB09216,DB00784,0.88
DB09216,DB00936,0.5455
DB09216,DB11071,0.5208
DB00200,DB00115,0.6358
DB01016,DB00222,0.6524
DB01016,DB00549,0.5072
DB01016,DB01393,0.5309
DB01016,DB01251,0.7245
DB01016,DB00672,0.5468
DB01016,DB01120,0.5032
DB01016,DB00839,0.5132
DB06413,DB04794,0.5238
DB06413,DB00498,0.5243
DB06413,DB01620,0.5283
DB06413,DB00568,0.5217
DB06413,DB00776,0.5185
DB06413,DB01176,0.6195
DB06413,DB00647,0.5323
DB06413,DB01009,0.5421
DB06413,DB08799,0.5088
DB06413,DB01320,0.5
DB06413,DB14575,0.5
DB06413,DB00745,1.0
DB06413,DB13720,0.5043
DB06413,DB00809,0.5088
DB06413,DB01227,0.5238
DB06413,DB01625,0.56
DB06413,DB00946,0.5439
DB06413,DB00682,0.5714
DB06413,DB00289,0.5505
DB06413,DB01616,0.5
DB06413,DB00245,0.5738
DB06413,DB00812,0.5167
DB06413,DB09214,0.5421
DB06413,DB01173,0.5405
DB06413,DB13501,0.5043
DB06413,DB13166,0.5
DB06413,DB00252,0.5505
DB06413,DB00925,0.5217
DB06413,DB00985,0.5205
DB06413,DB01075,0.6606
DB06413,DB00813,0.5039
DB06413,DB07776,0.5192
DB06413,DB00991,0.5424
DB06413,DB01146,0.6034
DB06413,DB00333,0.5593
DB06413,DB11071,0.56
DB04930,DB11071,0.5042
DB00415,DB01060,0.8485
DB00415,DB01000,0.6299
DB00415,DB01604,0.7947
DB00415,DB00833,0.7176
DB00415,DB01053,0.8281
DB00415,DB00578,0.8741
DB00415,DB01147,0.6944
DB00415,DB01326,0.5526
DB00415,DB00485,0.6301
DB00415,DB01333,0.5038
DB00415,DB00319,0.7239
DB00415,DB01328,0.5062
DB00415,DB01602,0.7895
DB00415,DB00447,0.6718
DB00415,DB00713,0.7465
DB00415,DB00567,0.7328
DB00415,DB00739,0.6522
DB00415,DB00689,0.6761
DB00415,DB01061,0.7712
DB00415,DB00948,0.7284
DB00415,DB01140,0.5865
DB00415,DB01607,0.7273
DB04794,DB00257,0.6438
DB04794,DB00568,0.5769
DB04794,DB01176,0.5649
DB04794,DB00342,0.5
DB04794,DB00745,0.5238
DB04794,DB00737,0.5584
DB04794,DB00354,0.5217
DB04794,DB08883,0.5166
DB04794,DB01006,0.5
DB04794,DB04841,0.5
DB04794,DB01075,0.5197
DB04794,DB07776,0.5082
DB04794,DB00991,0.5147
DB04794,DB01146,0.5075
DB04794,DB08936,0.5263
DB01159,DB00753,0.5641
DB00867,DB01102,0.629
DB00867,DB00841,0.6777
DB00867,DB00255,0.6087
DB00867,DB01393,0.5
DB00867,DB01274,0.5271
DB00867,DB00983,0.5271
DB00867,DB06152,0.6942
DB00867,DB04824,0.5
DB00867,DB06814,0.5039
DB00867,DB00598,0.5238
DB00867,DB01288,0.6333
DB00867,DB09526,0.5432
DB00830,DB00754,0.5
DB00830,DB01579,0.7436
DB00830,DB00752,0.6061
DB06218,DB00731,0.5263
DB06218,DB00949,0.5155
DB06218,DB00914,0.5217
DB06218,DB00182,0.5128
DB06218,DB06819,0.5238
DB06218,DB01577,0.5432
DB06218,DB00191,0.5
DB06218,DB00188,0.5156
DB06218,DB00780,0.5063
DB06218,DB01255,0.5243
DB06218,DB00217,0.6207
DB06218,DB04820,0.5439
DB06218,DB01576,0.5128
DB06218,DB01247,0.5253
DB06218,DB14754,0.5618
DB00560,DB01017,0.7919
DB00560,DB00759,0.6289
DB00560,DB00618,0.6289
DB00560,DB01301,0.554
DB00560,DB12455,0.8558
DB00560,DB00256,0.56
DB00560,DB12329,0.7706
DB00560,DB00595,0.5612
DB00560,DB09093,0.6327
DB08804,DB00823,0.515
DB08804,DB14544,0.5198
DB08804,DB09389,0.5974
DB08804,DB00396,0.5359
DB08804,DB06713,0.5096
DB08804,DB13946,0.8197
DB08804,DB00624,0.5135
DB08804,DB13956,0.638
DB08804,DB06780,0.5244
DB08804,DB13955,0.6979
DB08804,DB13944,0.7719
DB08804,DB01420,0.6415
DB08804,DB13954,0.5665
DB08804,DB00717,0.596
DB08804,DB13943,0.6286
DB08804,DB00294,0.5
DB08804,DB14583,0.589
DB00170,DB00498,0.5647
DB00170,DB01125,0.5556
DB00795,DB01014,0.6623
DB00795,DB00359,0.5039
DB00795,DB01250,0.6331
DB00795,DB06729,0.5634
DB00795,DB08828,0.5455
DB00795,DB08439,0.5132
DB09119,DB00420,0.5
DB09119,DB00776,0.7414
DB09119,DB14575,0.8276
DB09119,DB00542,0.52
DB09119,DB01151,0.5455
DB09119,DB04821,0.5088
DB09119,DB00808,0.5312
DB09119,DB01069,0.5042
DB09119,DB00458,0.5366
DB09119,DB06148,0.562
DB09119,DB00726,0.528
DB09119,DB01399,0.5391
DB09119,DB00751,0.5763
DB09119,DB00902,0.5161
DB09119,DB11071,0.5
DB00282,DB01077,0.6786
DB00282,DB00399,0.6389
DB00282,DB00720,0.6071
DB00282,DB00630,0.8923
DB00282,DB00884,0.6133
DB00282,DB04160,0.5385
DB00698,DB01219,0.75
DB00698,DB00336,0.6118
DB06654,DB05316,0.56
DB06654,DB01274,0.5
DB06654,DB00983,0.5
DB06654,DB00600,0.566
DB06654,DB04953,0.5645
DB06654,DB00335,0.5439
DB01119,DB00880,0.506
DB00143,DB00130,0.5195
DB00143,DB00142,0.5974
DB01007,DB01153,0.8194
DB01007,DB00239,0.6286
DB01007,DB01127,0.8148
DB01007,DB01110,0.8321
DB09063,DB12267,0.5545
DB00498,DB00842,0.5094
DB00498,DB00776,0.5825
DB00498,DB11160,0.5
DB00498,DB01117,0.5041
DB00498,DB01142,0.5273
DB00498,DB00754,0.5275
DB00498,DB00628,0.5045
DB00498,DB00924,0.5455
DB00498,DB01320,0.521
DB00498,DB00434,0.5263
DB00498,DB14575,0.5049
DB00498,DB00745,0.5243
DB00498,DB00946,0.5505
DB00498,DB08883,0.5156
DB00498,DB00540,0.537
DB00498,DB00682,0.5439
DB00498,DB00289,0.5
DB00498,DB01619,0.6667
DB00498,DB00321,0.5273
DB00498,DB00192,0.5088
DB00498,DB04821,0.5347
DB00498,DB00812,0.5565
DB00498,DB13501,0.5091
DB00498,DB00252,0.5962
DB00498,DB01125,0.7767
DB00498,DB01399,0.5098
DB00498,DB09167,0.5273
DB00498,DB00349,0.5
DB00498,DB07776,0.6061
DB00498,DB00991,0.5133
DB00498,DB00231,0.5
DB00498,DB11071,0.5684
DB00136,DB00146,0.8765
DB00136,DB00169,0.7625
DB00136,DB02300,0.7515
DB00136,DB00910,0.6829
DB00136,DB00153,0.642
DB00136,DB01436,0.8889
DB00136,DB01070,0.5802
DB11157,DB11221,0.5102
DB11157,DB00714,0.5333
DB09291,DB00673,0.5628
DB00661,DB01113,0.6049
DB00661,DB09083,0.5241
DB00731,DB00584,0.5468
DB00731,DB00178,0.5541
DB00731,DB00332,0.5038
DB00731,DB01348,0.5033
DB00731,DB00182,0.5
DB00731,DB00519,0.543
DB00731,DB01340,0.5101
DB00731,DB01577,0.5263
DB00731,DB00188,0.5211
DB00731,DB00722,0.5103
DB00731,DB01576,0.5
DB01392,DB11699,0.5
DB01392,DB01089,0.6598
DB01392,DB00206,0.5729
DB00831,DB04908,0.6375
DB00831,DB01624,0.5912
DB00831,DB00420,0.5942
DB00831,DB01149,0.5114
DB00831,DB01621,0.6667
DB00831,DB00408,0.5034
DB00831,DB00623,0.8916
DB00831,DB00372,0.8428
DB00831,DB00933,0.6323
DB00831,DB00850,0.7673
DB00831,DB00363,0.5034
DB00831,DB00777,0.5442
DB00831,DB01403,0.5517
DB00831,DB01419,0.5025
DB00831,DB00670,0.5419
DB00831,DB00875,0.7108
DB00831,DB00508,0.7891
DB00831,DB01069,0.5109
DB00831,DB00392,0.5175
DB00831,DB01224,0.55
DB00831,DB00680,0.5749
DB00831,DB00433,0.8758
DB00831,DB00477,0.6429
DB00831,DB00902,0.5915
DB00831,DB01242,0.5035
DB00831,DB01623,0.6182
DB00831,DB09195,0.5
DB04908,DB01149,0.6023
DB04908,DB00623,0.6145
DB04908,DB00372,0.5031
DB04908,DB00850,0.5031
DB04908,DB09128,0.5233
DB04908,DB12070,0.5333
DB04908,DB01419,0.6231
DB04908,DB00875,0.6024
DB04908,DB00450,0.5342
DB04908,DB01184,0.6108
DB04908,DB02266,0.5333
DB04908,DB01224,0.525
DB04908,DB00246,0.5062
DB04908,DB00433,0.5229
DB04908,DB09195,0.622
DB00977,DB01357,0.8819
DB00977,DB04573,0.7273
DB00977,DB09389,0.5512
DB00977,DB06713,0.5538
DB00977,DB13956,0.6618
DB00977,DB06710,0.5041
DB00977,DB00783,0.7731
DB00977,DB13952,0.6299
DB00977,DB13954,0.6164
DB00977,DB13953,0.5594
DB00977,DB11619,0.5197
DB00977,DB04575,0.8
DB00977,DB04574,0.6202
DB00977,DB01196,0.5556
DB00977,DB00655,0.7563
DB00977,DB00717,0.6613
DB00977,DB00294,0.5426
DB00977,DB09371,0.6935
DB00955,DB00684,0.5114
DB00955,DB00798,0.7151
DB01226,DB01135,0.8309
DB01226,DB00565,0.8312
DB01226,DB00732,0.7406
DB00584,DB00178,0.8428
DB00584,DB01348,0.8272
DB00584,DB00881,0.8
DB00584,DB00519,0.8272
DB00584,DB01340,0.7375
DB00584,DB00542,0.6258
DB00584,DB01197,0.5357
DB00584,DB09292,0.5283
DB00584,DB00722,0.7564
DB00584,DB00691,0.7543
DB00584,DB00492,0.5543
DB00584,DB00790,0.6301
DB00178,DB01348,0.7719
DB00178,DB00881,0.7356
DB00178,DB00519,0.9708
DB00178,DB01340,0.6982
DB00178,DB00542,0.593
DB00178,DB09292,0.5
DB00178,DB00722,0.6303
DB00178,DB00691,0.6957
DB00178,DB00492,0.601
DB00178,DB00790,0.8
DB00162,DB00982,0.8621
DB00162,DB00459,0.5124
DB00162,DB00755,0.8621
DB00768,DB01142,0.803
DB00768,DB00924,0.6212
DB00768,DB08801,0.5075
DB00768,DB00540,0.5538
DB00768,DB00321,0.6818
DB00768,DB00458,0.5
DB00768,DB09167,0.6818
DB00768,DB01239,0.6565
DB00768,DB01242,0.5224
DB00768,DB01623,0.5128
DB06689,DB04224,0.9268
DB06689,DB03796,0.7692
DB06689,DB04221,0.5649
DB06689,DB03193,0.7642
DB06689,DB00632,0.6015
DB06689,DB09031,0.539
DB06689,DB00132,0.6179
DB06689,DB01083,0.5
DB06689,DB00770,0.5333
DB06689,DB03017,0.7429
DB06689,DB01718,0.5902
DB00685,DB01155,0.575
DB00685,DB00537,0.5067
DB00685,DB11943,0.6503
DB00685,DB00467,0.5578
DB00685,DB01059,0.5034
DB00500,DB13873,0.5536
DB00500,DB01283,0.5047
DB00500,DB00963,0.6168
DB00500,DB00425,0.5
DB00500,DB00870,0.549
DB00500,DB09488,0.5197
DB00500,DB00328,0.5785
DB00500,DB00323,0.566
DB00500,DB00465,0.5283
DB00551,DB00119,0.5
DB00551,DB01005,0.6364
DB00718,DB00300,0.6809
DB01394,DB15534,0.9045
DB01394,DB09083,0.5114
DB01394,DB06174,0.5333
DB06144,DB00502,0.5
DB06144,DB01184,0.5537
DB06144,DB06077,0.5057
DB00180,DB00547,0.535
DB00180,DB00896,0.6497
DB00180,DB08906,0.5189
DB00180,DB00443,0.566
DB00180,DB06786,0.6071
DB00180,DB00288,0.5543
DB00180,DB11921,0.6163
DB00180,DB00635,0.529
DB00180,DB00741,0.5032
DB00180,DB00663,0.646
DB00180,DB00846,0.8452
DB00180,DB06781,0.5193
DB00180,DB13867,0.5854
DB00180,DB14649,0.515
DB00180,DB01410,0.601
DB00180,DB01130,0.5222
DB00180,DB00838,0.6164
DB00180,DB00240,0.6415
DB00180,DB14596,0.5233
DB00180,DB00324,0.5513
DB00180,DB00620,0.5535
DB00180,DB00596,0.6087
DB00180,DB01234,0.566
DB00180,DB01260,0.8675
DB00180,DB00860,0.6323
DB00180,DB15566,0.5767
DB00180,DB00959,0.7134
DB00180,DB01222,0.7294
DB00180,DB00588,0.5486
DB00180,DB00591,0.8235
DB00575,DB04948,0.6824
DB00575,DB09242,0.5647
DB00575,DB00964,0.7561
DB00575,DB00697,0.6897
DB00575,DB00484,0.5556
DB04224,DB03796,0.8333
DB04224,DB04221,0.5738
DB04224,DB03193,0.7895
DB04224,DB00632,0.5806
DB04224,DB09031,0.5455
DB04224,DB12789,0.5079
DB04224,DB00132,0.6667
DB04224,DB01083,0.5032
DB04224,DB00770,0.5556
DB04224,DB03017,0.8125
DB04224,DB01718,0.6195
DB04224,DB00917,0.5079
DB00451,DB01583,0.625
DB00451,DB00279,0.8413
DB00179,DB01102,0.544
DB00179,DB00841,0.6066
DB00179,DB01064,0.52
DB00179,DB06814,0.5938
DB00179,DB01288,0.562
DB00179,DB01235,0.5361
DB00801,DB00842,0.6452
DB00801,DB00475,0.5827
DB00801,DB01068,0.5116
DB00801,DB13872,0.5781
DB00801,DB00628,0.6202
DB00801,DB00829,0.8226
DB00801,DB00186,0.5238
DB00801,DB01587,0.5286
DB00801,DB01215,0.7287
DB00801,DB01559,0.5238
DB00801,DB00404,0.7176
DB00801,DB00683,0.6165
DB00801,DB00690,0.6713
DB00801,DB00349,0.5873
DB00801,DB00231,0.6984
DB00801,DB01589,0.7794
DB00801,DB01544,0.5802
DB00801,DB01595,0.6142
DB00547,DB14669,0.7342
DB00547,DB00896,0.6164
DB00547,DB08906,0.5517
DB00547,DB00443,0.8108
DB00547,DB14512,0.5917
DB00547,DB06786,0.5478
DB00547,DB00288,0.6474
DB00547,DB11921,0.5466
DB00547,DB00687,0.589
DB00547,DB00635,0.5694
DB00547,DB00741,0.5
DB00547,DB00663,0.68
DB00547,DB06781,0.5647
DB00547,DB13867,0.6405
DB00547,DB14649,0.7436
DB00547,DB00838,0.7973
DB00547,DB00240,0.5946
DB00547,DB13158,0.6486
DB00547,DB14596,0.5217
DB00547,DB00324,0.6759
DB00547,DB00620,0.7838
DB00547,DB00596,0.6533
DB00547,DB01234,0.8108
DB00547,DB01260,0.6065
DB00547,DB00860,0.6111
DB00547,DB15566,0.5658
DB00547,DB00959,0.6027
DB00547,DB00894,0.5185
DB00547,DB01185,0.5507
DB00547,DB01222,0.5912
DB00547,DB00588,0.5854
DB00547,DB00591,0.6289
DB00640,DB00194,1.0
DB00640,DB00157,0.5632
DB00640,DB06213,0.687
DB00640,DB00552,0.5047
DB00640,DB01280,0.7568
DB00640,DB00987,0.6667
DB00640,DB01262,0.5155
DB00640,DB00811,0.6263
DB00640,DB00631,0.7037
DB00640,DB00242,0.6038
DB00640,DB00131,0.8448
DB00640,DB00118,0.7559
DB00640,DB01073,0.8148
DB00613,DB01611,0.6324
DB00613,DB00690,0.517
DB00613,DB00608,0.6767
DB01611,DB01087,0.5042
DB01611,DB00608,0.8976
DB01357,DB00514,0.5203
DB01357,DB04573,0.6129
DB01357,DB09389,0.5385
DB01357,DB06713,0.5263
DB01357,DB13956,0.6043
DB01357,DB06710,0.5079
DB01357,DB00783,0.6557
DB01357,DB13952,0.6923
DB01357,DB13955,0.5238
DB01357,DB13954,0.5503
DB01357,DB13953,0.6027
DB01357,DB11619,0.5077
DB01357,DB04575,0.8392
DB01357,DB04574,0.6667
DB01357,DB01196,0.5986
DB01357,DB00655,0.6557
DB01357,DB00717,0.6457
DB01357,DB00294,0.5303
DB01357,DB09371,0.6772
DB00395,DB00371,0.7907
DB00912,DB02925,0.5276
DB03796,DB04221,0.7069
DB03796,DB03193,0.9444
DB03796,DB00632,0.7119
DB03796,DB01245,0.5051
DB03796,DB09031,0.6667
DB03796,DB00132,0.5556
DB03796,DB09552,0.519
DB03796,DB01083,0.5369
DB03796,DB00770,0.55
DB03796,DB03017,0.8667
DB03796,DB01718,0.7664
DB01115,DB04920,0.6622
DB01115,DB01054,0.7591
DB01115,DB09237,0.6389
DB01115,DB00381,0.6389
DB01115,DB09238,0.5538
DB01115,DB09236,0.6282
DB01115,DB00622,0.6707
DB01115,DB06712,0.662
DB01115,DB00270,0.6809
DB01115,DB01023,0.7164
DB01115,DB00393,0.6622
DB01115,DB00401,0.8873
DB01060,DB01000,0.6202
DB01060,DB01604,0.6667
DB01060,DB00833,0.5865
DB01060,DB01053,0.7077
DB01060,DB00578,0.7445
DB01060,DB01147,0.6438
DB01060,DB00485,0.6216
DB01060,DB01333,0.5113
DB01060,DB00319,0.6182
DB01060,DB01602,0.6623
DB01060,DB00447,0.5414
DB01060,DB00713,0.6528
DB01060,DB00567,0.6015
DB01060,DB00739,0.5571
DB01060,DB00689,0.5556
DB01060,DB01061,0.6581
DB01060,DB00948,0.622
DB01060,DB01140,0.7407
DB01060,DB01607,0.7313
DB06775,DB00139,0.566
DB06775,DB04339,0.5246
DB06775,DB06151,0.5172
DB06775,DB00130,0.5517
DB06775,DB00128,0.5455
DB06775,DB01080,0.5
DB06775,DB00142,0.6897
DB06775,DB00855,0.5
DB00514,DB01209,0.5505
DB00514,DB00956,0.5785
DB00514,DB00193,0.5045
DB00514,DB00611,0.5039
DB00514,DB00854,0.8673
DB00514,DB00327,0.5254
DB00514,DB00504,0.7227
DB00514,DB00318,0.5124
DB01202,DB05541,0.6389
DB00671,DB00535,0.8758
DB00671,DB00493,0.7805
DB00671,DB00833,0.5
DB00671,DB00923,0.5111
DB00671,DB01212,0.6851
DB00671,DB01415,0.7051
DB00671,DB04918,0.5902
DB00671,DB01413,0.6667
DB00671,DB00438,0.6739
DB00671,DB01333,0.5
DB00671,DB00267,0.7011
DB00671,DB00229,0.5424
DB00671,DB00456,0.5584
DB00671,DB01416,0.7673
DB00671,DB09050,0.5196
DB00671,DB01139,0.525
DB00671,DB00567,0.5
DB00671,DB01112,0.6049
DB00671,DB00689,0.5283
DB00671,DB14879,0.5753
DB00671,DB01140,0.52
DB09074,DB00972,0.5562
DB14669,DB00896,0.6076
DB14669,DB08906,0.5914
DB14669,DB00443,0.8875
DB14669,DB14512,0.6519
DB14669,DB14542,0.6145
DB14669,DB06786,0.568
DB14669,DB00288,0.6919
DB14669,DB11921,0.5549
DB14669,DB00687,0.5949
DB14669,DB00635,0.5513
DB14669,DB00663,0.7531
DB14669,DB06781,0.6044
DB14669,DB13867,0.703
DB14669,DB14649,0.881
DB14669,DB01130,0.5193
DB14669,DB00838,0.55
DB14669,DB00240,0.6375
DB14669,DB13158,0.7375
DB14669,DB14596,0.5202
DB14669,DB00324,0.6752
DB14669,DB00620,0.825
DB14669,DB00596,0.7407
DB14669,DB01234,0.8875
DB14669,DB01260,0.5629
DB14669,DB00860,0.5897
DB14669,DB15566,0.5976
DB14669,DB00959,0.5696
DB14669,DB01185,0.56
DB14669,DB01222,0.538
DB14669,DB00588,0.625
DB14669,DB00591,0.6082
DB00949,DB00423,0.5745
DB00949,DB14754,0.6744
DB08815,DB00246,0.5514
DB01620,DB00420,0.5455
DB01620,DB01114,0.8113
DB01620,DB01176,0.5045
DB01620,DB11160,0.6168
DB01620,DB01142,0.531
DB01620,DB04837,0.6111
DB01620,DB00647,0.5246
DB01620,DB00979,0.5045
DB01620,DB00924,0.5487
DB01620,DB00792,0.7103
DB01620,DB00745,0.5283
DB01620,DB11278,0.5287
DB01620,DB08801,0.6783
DB01620,DB00809,0.5357
DB01620,DB01227,0.5
DB01620,DB00946,0.5536
DB01620,DB01237,0.6239
DB01620,DB11587,0.5111
DB01620,DB00682,0.5299
DB01620,DB00289,0.5981
DB01620,DB00321,0.531
DB01620,DB00458,0.531
DB01620,DB01173,0.6789
DB01620,DB09555,0.6825
DB01620,DB06691,0.5536
DB01620,DB00726,0.5043
DB01620,DB00405,0.8113
DB01620,DB00835,0.8113
DB01620,DB00925,0.5133
DB01620,DB00985,0.5278
DB01620,DB09167,0.531
DB01620,DB01075,0.6916
DB01620,DB01036,0.5593
DB01620,DB00333,0.5345
DB11712,DB09280,0.5907
DB00139,DB04339,0.5417
DB00139,DB01440,0.5789
DB00139,DB00128,0.5714
DB00139,DB03085,0.5161
DB00139,DB00142,0.6667
DB00139,DB02530,0.5263
DB00139,DB00855,0.6977
DB00842,DB00475,0.6154
DB00842,DB00543,0.5082
DB00842,DB00363,0.5484
DB00842,DB01068,0.5882
DB00842,DB13872,0.661
DB00842,DB00628,0.8739
DB00842,DB00829,0.7018
DB00842,DB00186,0.8448
DB00842,DB01215,0.6387
DB00842,DB00404,0.6281
DB00842,DB00683,0.5203
DB00842,DB00349,0.5517
DB00842,DB07776,0.5421
DB00842,DB00231,0.8103
DB00842,DB01558,0.5536
DB00842,DB01595,0.6838
DB00758,DB06209,0.5865
DB00758,DB00208,0.7091
DB00758,DB06153,0.5082
DB06702,DB01036,0.7568
DB04398,DB00161,0.5625
DB04398,DB01839,0.5
DB04398,DB03766,0.5
DB04398,DB03085,0.5
DB04398,DB00156,0.6875
DB06282,DB01624,0.5223
DB06282,DB00568,0.6296
DB06282,DB00557,0.8961
DB06282,DB01149,0.5287
DB06282,DB01176,0.6423
DB06282,DB00850,0.5223
DB06282,DB00836,0.5257
DB06282,DB00737,0.7375
DB06282,DB01237,0.5185
DB06282,DB11591,0.5029
DB06282,DB00354,0.7066
DB06282,DB09238,0.5825
DB06282,DB00950,0.5027
DB06282,DB00502,0.5263
DB06282,DB04841,0.6145
DB06282,DB04890,0.6282
DB06282,DB00913,0.5359
DB06282,DB01224,0.557
DB06282,DB00341,1.0
DB06282,DB00433,0.5298
DB06282,DB08936,0.7914
DB00593,DB01107,0.5
DB00257,DB00568,0.519
DB00257,DB01231,0.507
DB00257,DB04837,0.5692
DB00257,DB00342,0.5057
DB00257,DB06403,0.5098
DB00257,DB00836,0.538
DB00257,DB09076,0.5562
DB00257,DB08883,0.5229
DB00257,DB01138,0.5316
DB00257,DB11584,0.5263
DB00257,DB00496,0.5119
DB00257,DB01081,0.5549
DB00257,DB00333,0.5072
DB01624,DB00557,0.5677
DB01624,DB01149,0.5143
DB01624,DB01621,0.5529
DB01624,DB00408,0.5342
DB01624,DB00623,0.6909
DB01624,DB00372,0.6076
DB01624,DB00543,0.5
DB01624,DB00850,0.7848
DB01624,DB00363,0.5342
DB01624,DB00875,0.8848
DB01624,DB01184,0.506
DB01624,DB01224,0.6415
DB01624,DB00341,0.5223
DB01624,DB09167,0.5143
DB01624,DB00680,0.506
DB01624,DB01239,0.7194
DB01624,DB00433,0.6842
DB01624,DB00477,0.5468
DB01624,DB01623,0.7439
DB00734,DB01267,0.875
DB00734,DB00298,0.5316
DB01167,DB00251,0.7886
DB01167,DB01026,0.6992
DB01167,DB01263,0.8028
DB11827,DB06292,0.7284
DB11827,DB09038,0.6163
DB01017,DB00759,0.7719
DB01017,DB00618,0.7836
DB01017,DB01301,0.6526
DB01017,DB12455,0.8125
DB01017,DB00256,0.6139
DB01017,DB12329,0.7077
DB01017,DB00595,0.6936
DB01017,DB09093,0.7861
DB00896,DB00443,0.6486
DB00896,DB14544,0.5466
DB00896,DB14512,0.568
DB00896,DB14542,0.5455
DB00896,DB14540,0.557
DB00896,DB00288,0.5202
DB00896,DB11921,0.7453
DB00896,DB09091,0.5833
DB00896,DB14541,0.5029
DB00896,DB00253,0.539
DB00896,DB00635,0.625
DB00896,DB00741,0.5833
DB00896,DB00663,0.5733
DB00896,DB00846,0.5478
DB00896,DB06781,0.5059
DB00896,DB13867,0.549
DB00896,DB14649,0.6282
DB00896,DB01410,0.6593
DB00896,DB01130,0.6982
DB00896,DB00838,0.527
DB00896,DB14543,0.5444
DB00896,DB00240,0.7027
DB00896,DB13158,0.6081
DB00896,DB14596,0.6957
DB00896,DB00324,0.5655
DB00896,DB00620,0.5946
DB00896,DB00596,0.5733
DB00896,DB01234,0.6486
DB00896,DB01260,0.7871
DB00896,DB00860,0.7639
DB00896,DB15566,0.7368
DB00896,DB00959,0.6986
DB00896,DB00894,0.563
DB00896,DB01222,0.7547
DB00896,DB00588,0.5488
DB00896,DB00769,0.5422
DB00896,DB00591,0.5283
DB01148,DB01231,0.5526
DB01148,DB01419,0.5025
DB01148,DB00645,0.5103
DB01148,DB06202,0.5227
DB01148,DB00481,0.5246
DB01148,DB06401,0.5161
DB01148,DB06249,0.5
DB00753,DB00228,0.6667
DB00753,DB01189,0.75
DB00462,DB00332,0.7068
DB00462,DB00725,0.6667
DB00462,DB01409,0.6714
DB00462,DB09300,0.8571
DB00462,DB04838,0.562
DB00462,DB11181,0.5854
DB00462,DB00424,0.6984
DB00462,DB00747,0.7907
DB00420,DB00776,0.5179
DB00420,DB01114,0.5
DB00420,DB01621,0.604
DB00420,DB11160,0.6018
DB00420,DB01142,0.5714
DB00420,DB00623,0.5556
DB00420,DB00372,0.6131
DB00420,DB00933,0.5865
DB00420,DB04837,0.5789
DB00420,DB00850,0.5839
DB00420,DB00924,0.5714
DB00420,DB00777,0.64
DB00420,DB01403,0.6667
DB00420,DB14575,0.5179
DB00420,DB00792,0.5487
DB00420,DB08801,0.5289
DB00420,DB00340,0.5528
DB00420,DB01237,0.5217
DB00420,DB00343,0.5612
DB00420,DB00321,0.5714
DB00420,DB00508,0.8
DB00420,DB01151,0.6496
DB00420,DB01069,0.8174
DB00420,DB00458,0.7899
DB00420,DB00392,0.7769
DB00420,DB01173,0.5739
DB00420,DB00726,0.6281
DB00420,DB00675,0.5036
DB00420,DB00405,0.5
DB00420,DB00835,0.5
DB00420,DB01224,0.5217
DB00420,DB09167,0.6218
DB00420,DB01075,0.5664
DB00420,DB01239,0.5932
DB00420,DB00433,0.626
DB00420,DB00477,0.8475
DB00420,DB00902,0.7167
DB00420,DB01242,0.6777
DB09067,DB09265,0.8029
DB09067,DB01278,0.7003
DB09067,DB08869,0.8219
DB09067,DB01284,0.5942
DB09067,DB13928,0.687
DB00249,DB00495,0.6939
DB00249,DB00552,0.56
DB00249,DB01262,0.6444
DB00249,DB00649,0.5556
DB00249,DB03312,0.8163
DB00249,DB00242,0.5657
DB00249,DB09256,0.5176
DB00249,DB13421,0.8421
DB00249,DB00322,0.8696
DB00249,DB01265,0.8696
DB00249,DB00432,0.8081
DB00615,DB01201,0.7181
DB00615,DB01045,0.7531
DB00615,DB11753,0.7584
DB00568,DB00557,0.6375
DB00568,DB01176,0.7413
DB00568,DB00735,0.5638
DB00568,DB00342,0.5
DB00568,DB00745,0.5217
DB00568,DB09076,0.5251
DB00568,DB00737,0.6747
DB00568,DB00354,0.6358
DB00568,DB01138,0.5357
DB00568,DB09238,0.6132
DB00568,DB04841,0.7674
DB00568,DB00245,0.5263
DB00568,DB00341,0.6296
DB00568,DB01075,0.518
DB00568,DB01081,0.5574
DB00568,DB01146,0.5753
DB00568,DB08936,0.6483
DB04920,DB01054,0.6755
DB04920,DB09237,0.6709
DB04920,DB00381,0.6709
DB04920,DB09236,0.6353
DB04920,DB00622,0.5955
DB04920,DB06712,0.5385
DB04920,DB00270,0.6452
DB04920,DB01023,0.8649
DB04920,DB00393,0.6049
DB04920,DB00401,0.6667
DB01088,DB12789,0.5248
DB01088,DB01240,0.6197
DB01088,DB00917,0.5106
DB04846,DB01297,0.5
DB04846,DB01193,0.7299
DB04846,DB00521,0.5538
DB04846,DB01359,0.5191
DB00665,DB00348,0.5254
DB00665,DB00499,0.6226
DB00362,DB00520,0.6468
DB00362,DB01141,0.8316
DB08950,DB01231,0.5241
DB08950,DB00342,0.5085
DB08950,DB00150,0.5042
DB08950,DB13720,0.5072
DB08950,DB00216,0.5548
DB08950,DB12278,0.529
DB08950,DB13074,0.5
DB08950,DB00637,0.5085
DB08950,DB00496,0.538
DB08950,DB01228,0.5132
DB08950,DB00950,0.5275
DB08950,DB13501,0.5072
DB08950,DB00913,0.5132
DB08950,DB00813,0.64
